#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
1478,SiTV产品化项目,Support,"",已关闭,中,迁出的路径问题,王 凯娜,李 歆然,2014-09-28 15:57,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 15:41,2014-09-23 16:04,"","","","","",false,将迁出任务的路径mount到另外一台机器上，而不是82服务器上
1477,SiTV产品化项目,Bug,"",已关闭,中,节目备份页面从老ccms导过来的数据文件大小为0，没有创建时间,王 凯娜,张 晓波,2014-11-14 12:56,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 15:36,2014-09-23 16:51,"","","","","",false,!从老ccms过来待备份节目文件大小为0.png!
1476,SiTV产品化项目,Support,"",已关闭,中,节目备份，选择多个节目加入待备份库，IE6浏览器最多只能加100个，其他浏览器没问题,王 凯娜,"",2014-09-25 17:00,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 15:29,2014-09-23 15:29,"","","","","",false,解决：装Chrome浏览器
1475,SiTV产品化项目,Feature,"",已关闭,中,节目查询页面想要增加按照栏目名称查询的功能，增加一个栏目名称显示列,王 凯娜,施 涛,2014-09-24 14:25,ccms-节目管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 15:25,2014-09-24 13:42,"","","","","",false,""
1474,SiTV产品化项目,Bug,"",已关闭,高,工单管理-生产工单中，任务的转码完成，迁移也完成，工单状态还是在处理中，在老ccms的生产工单打包页面这些节目还显示的需转码状态，无法打包。节目(勇敢的心76、武术女子长拳),王 凯娜,张 禕铭,2014-09-24 14:30,ccms-工单管理,新cCMS-现网版本1.0,2014-09-23,"","",1.00,100,2014-09-23 15:21,2014-09-23 16:52,"","","","","",false,""
1473,SiTV产品化项目,Feature,"",已关闭,中,采集任务-重试,吴 彦泽,沈 玮,2014-12-01 10:16,ccms-内容采集,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 14:25,2014-09-23 14:25,"","","","","",false,采集任务失败时，可以重试。
1471,SiTV产品化项目,Support,"",已关闭,中,节目已经被还原好了，也已经在相应目录下，但是没有被移走，节目名称：警察故事2013(NVOD),王 凯娜,张 禕铭,2014-09-25 17:03,ccms-工单管理,新cCMS-现网版本1.0,2014-09-23,"","",0.00,100,2014-09-23 12:45,2014-09-23 12:45,"","","","","",false,原因：亮文那边没有发送给我们还原成功的指令。
1469,SiTV产品化项目,Bug,"",已关闭,中,新cCMS中将节目添加到统一内容中，到了老cCMS中，个别内容没有生成包的,吴 彦泽,张 晓波,2014-09-28 17:07,ccms-内容管理,新cCMS-现网版本1.0,2014-09-23,2014-09-23,"",0.00,100,2014-09-23 11:20,2014-09-28 17:03,"","","","","",false,如题
1468,SiTV产品化项目,Feature,"",已关闭,低,专辑审核新增预览功能,吴 彦泽,张 晓波,2014-09-25 11:21,ccms-内容管理,新cCMS-现网版本1.0,2014-09-23,2014-09-25,"",0.00,100,2014-09-23 11:18,2014-09-25 10:14,"","","","","",false,在老cCMS中，专辑是有预览功能的，需要迁移过来。
1467,SiTV产品化项目,Feature,"",已关闭,高,待还原任务根据串联单的时间进行更新,吴 彦泽,张 禕铭,2014-09-24 15:01,ccms-工单管理,新cCMS-现网版本1.0,2014-09-23,2014-09-24,"",1.00,100,2014-09-23 10:40,2014-09-23 13:23,"","","","","",false,"背景：
串联单的时间是实时更新的，因此在发起还原任务时需更新任务时间；如：节目爸爸去哪儿（0920期）第一次串联单的播出时间为10月7日，第二次串联单的播出时间为10月2日，还原任务需更新到最新一次任务；
方案：
还原任务中新增一个更新接口，对待还原的任务更新播放时间；
期望：
串联单更新时间后，待还原状态的还原任务更新播放时间；"
1463,SiTV产品化项目,Bug,"",已关闭,中,往连续剧中 可加SD\HD\3D的内容，导致到老cCMS中有两个HD_连续剧名,李 歆然,"",2014-12-01 10:21,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 22:53,2014-10-09 13:53,"","","","","",false,如题
1462,SiTV产品化项目,Feature,"",已关闭,中,入库审核页面最好能单独打开一个浏览器窗口,王 凯娜,施 涛,2014-09-24 14:23,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 22:00,2014-09-24 11:19,"","","","","",false,"单独打开一个浏览器窗口，并且在QC信息中点击时间点的话VLC能直接跳到该时间点播放。这个暂时不做改动，让她们把窗口小化拖动

需和编辑确定需求"
1461,SiTV产品化项目,Feature,"",已关闭,中,批量删除,王 凯娜,沈 玮,2014-09-23 16:44,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 21:39,2014-09-23 16:44,"","","","","",false,在节目管理-节目删除页面添加批量删除功能
1456,SiTV产品化项目,Bug,"",已关闭,高,专题同步问题,王 凯娜,"",2014-09-23 13:54,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 21:33,2014-09-23 13:07,"","","","","",false,如果专题是老数据导入到新系统中，会出现热区CODE同步到老cCMS中出现问题
1455,SiTV产品化项目,Feature,"",已关闭,高,转码策略配置,王 凯娜,吴 彦泽,2014-09-23 16:50,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 21:32,2014-09-23 16:50,"","","","","",false,"1、目前自动转码的只有MXF格式，其他格式均需要编排上线后才能转码；
2、MXF制作部无法导入剪辑系统；
3、以上两点若无法解决，则以后每条节目均需编排上线后才能导出合适的格式素材，提供制作部。"
1454,SiTV产品化项目,Bug,"",已关闭,中,发现9月21日大量的跟播剧没有上线,王 凯娜,张 晓波,2014-09-23 17:04,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 21:23,2014-09-23 17:04,"","","","","",false,"因为周六上线时候对新老系统进行了一次数据同步，这几个节目都在数据同步期间生产并进入了原先的媒资系统，导致数据在新系统没有被查找到；
目前还有“剩余公主（7）”未看到"
1453,SiTV产品化项目,Bug,"",已关闭,中,还原任务无法批量发送至数据中心,吴 彦泽,张 禕铭,2014-09-24 10:16,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",2.00,100,2014-09-22 18:23,2014-09-23 13:25,"","","","","",false,""
1452,SiTV产品化项目,Bug,"",已关闭,中,新老系统数据不同步,吴 彦泽,张 晓波,2014-09-28 17:08,"",新cCMS-现网版本1.0,2014-09-22,2014-09-22,"",0.00,100,2014-09-22 18:22,2014-09-28 17:01,"","","","","",false,"
之前转码后未审校入库的节目，在新系统内无法查看（待处理）；
升级前，待还原的点播节目在新系统内无法查看，导致驻地无法正常上线"
1451,SiTV产品化项目,Bug,"",已关闭,中,没有备份的节目，在新系统无法查看到，故无法进行备份,吴 彦泽,吴 彦泽,2014-11-14 15:25,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 18:20,2014-09-22 18:20,"","","","","",false,""
1450,SiTV产品化项目,Feature,"",已关闭,中,文件清理策略,吴 彦泽,沈 玮,2014-09-23 17:03,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 18:20,2014-09-22 21:50,"","","","","",false,备份后的文件需删除
1449,SiTV产品化项目,Bug,"",已关闭,中,选中多个节目进行备份，系统显示的条目数与实际选中的个数不符,吴 彦泽,吴 彦泽,2014-11-14 15:26,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 18:19,2014-09-22 21:51,"","","","","",false,""
1448,SiTV产品化项目,Feature,"",已关闭,中,调整迁移策略-优先迁移热炒节目,吴 彦泽,李 百峰,2014-09-22 21:52,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,2014-09-22,"",0.00,100,2014-09-22 18:18,2014-09-22 21:39,"","","","","",false,""
1447,SiTV产品化项目,Bug,"",已关闭,中,内容VOD缺少系列题名属性,吴 彦泽,"",2014-09-29 17:45,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 18:17,2014-09-23 13:08,"","","","","",false,"问题：系列题名，同步到老cCMS时，program的系列题名被VOD名称覆盖；
期望：
1、单集内容新增系列题名属性；
2、新建单集时将program的系列题名属性赋值给单集；
3、批量添加是不修改原内容的系列题名；"
1446,SiTV产品化项目,Bug,"",已关闭,中,新系统中，编目时内容名称带前缀“HD_”时同步到老CMS时，高标清节目的名称一样,吴 彦泽,"",2014-09-23 17:00,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 18:14,2014-09-23 13:08,"","","","","",false,""
1445,SiTV产品化项目,Bug,"",已关闭,中,编目时，将节目加入到连续剧中后，同步到老CCMS时，连续剧剧头的总集次不对；,吴 彦泽,张 晓波,2014-09-22 22:51,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 18:14,2014-09-22 21:54,"","","","","",false,""
1444,SiTV产品化项目,Feature,"",已关闭,中,MD5性能问题,吴 彦泽,李 百峰,2014-09-25 15:29,ccms-共性问题,新cCMS-现网版本1.0,2014-09-22,2014-09-23,"",0.00,100,2014-09-22 18:13,2014-09-25 15:29,"","","","","",false,如题；9.23反馈：目前仍存在迁移完成，未生成MD5的任务；需优化
1443,SiTV产品化项目,Feature,"",已关闭,中,转码任务列表中显示“优先级”，批量的重置，批量调整优先级,吴 彦泽,张 禕铭,2014-09-23 13:54,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,"","",2.00,100,2014-09-22 18:13,2014-09-23 13:26,"","","","","",false,如题
1441,SiTV产品化项目,Bug,"",已关闭,中,【采集任务】高清和标清的节目读取栏目名称不正确，具体如图所示,王 凯娜,沈 玮,2014-09-22 21:38,ccms-内容采集,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 16:51,2014-09-22 21:38,"","","","","",false,"h2. 现在情况：现在我们不管是高清还是标清，都是只读取了上边的那个。
期望结果：标清读取上边的，高清读取下边的

!节目采集时xml文件高标清栏目名称读取.png!"
1440,SiTV产品化项目,Bug,"",已关闭,中,【转码任务】转码页面，按 巡礼 进行查询时  页面报异常,王 凯娜,张 禕铭,2014-09-22 16:31,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 16:30,2014-09-22 16:31,"","","","","",false,"
!转码页面查询报错.png!"
1439,SiTV产品化项目,Feature,"",已关闭,中,入库完的节目不想再用了，要把名字改了(不进行编目这一步)。老版本是在媒资中修改,王 凯娜,吴 彦泽,2014-09-22 21:56,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,0,2014-09-22 16:15,2014-09-22 21:56,"","","","","",false,""
1438,SiTV产品化项目,Bug,"",已关闭,中,【QC任务】QC任务没有状态为QC中的，但是待处理的任务有很多，他们觉得太慢了QC任务太慢,王 凯娜,张 禕铭,2014-09-22 22:24,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 16:13,2014-09-22 17:37,"","","","","",false,QC能力值太小，需改大点
1437,SiTV产品化项目,Feature,"",已关闭,中,可以直接删除有问题的节目,王 凯娜,吴 彦泽,2014-09-25 18:14,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 14:34,2014-09-24 14:42,"","","","","",false,有的节目绿屏，黑场等有问题的，要能够直接删除掉
1436,SiTV产品化项目,Feature,"",已关闭,中,QC信息中的字体显示改成红色,王 凯娜,施 涛,2014-09-23 12:48,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 14:32,2014-09-22 16:56,"","","","","",false,将QC信息字体改成红色
1434,SiTV产品化项目,Bug,"",已关闭,高,IE8浏览器，采集任务页面，其中有一个编辑是根本看不到采集任务的列表，另有一个编辑是能看到，然后点击查询后也看不到了。,王 凯娜,沈 玮,2014-09-22 14:02,ccms-节目管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 13:44,2014-09-22 14:02,"","","","","",false,!采集任务页面看不到列表.jpg!
1428,SiTV产品化项目,Bug,"",已关闭,中,编辑提出，专辑图片的格式不正确,王 凯娜,张 禕铭,2014-09-22 22:24,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 12:22,2014-09-22 12:25,"","","","","",false,""
1426,SiTV产品化项目,Bug,"",已关闭,高,工单管理--还原任务页面，按照排序条件查询的话页面报错，见图,王 凯娜,张 禕铭,2014-09-22 11:52,ccms-工单管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 11:52,2014-09-22 11:52,"","","","","",false,"!还原任务1.jpeg!

!还原任务2.jpeg!"
1425,SiTV产品化项目,Bug,"",已关闭,中,【节目入库】IE8浏览器，刚登陆后到节目入库界面，看到的数据不对，但是点击查询后看到的数据是对的(页面缓存问题),王 凯娜,施 涛,2014-09-23 12:50,ccms-内容管理,新cCMS-现网版本1.0,2014-09-22,"","",0.00,100,2014-09-22 11:49,2014-09-22 12:41,"","","","","",false,""
1424,SiTV产品化项目,Bug,"",已关闭,高,【多剧集内容】老ccms中已经存在了多剧集剧头，里边只有两集而且好长时间没编了。现在新ccms中继续编目剧集，但是在老ccms中又创建了一个相同名称的剧头,王 凯娜,张 晓波,2014-09-22 11:52,ccms-内容管理,新cCMS-现网版本1.0,2014-09-21,"","",0.00,100,2014-09-22 11:42,2014-09-22 11:42,"","","","","",false,"原因：在新ccms中编目的时候没对准老ccms的剧头的code，于是系统认为原来没有此剧头，就新建了一个。

已经修改，验证OK"
1413,SiTV产品化项目,Feature,"",已关闭,中,串联单传输条件，传输日期 （3天~5天）,吴 彦泽,"",2014-09-30 11:44,ccms-工单管理,新cCMS-现网版本1.0,2014-09-21,"","",0.00,0,2014-09-21 20:08,2014-09-22 13:37,"","","","","",false,串联单传输，第一条任务小于5天内的；（为了避免存储不足）
1412,SiTV产品化项目,Feature,"",已关闭,中,节目查询添加“修改”功能,吴 彦泽,施 涛,2014-09-23 13:56,ccms-节目管理,新cCMS-现网版本1.0,2014-09-21,2014-09-22,"",0.00,100,2014-09-21 19:44,2014-09-22 17:23,"","","","","",false,"1、节目查询页面，新增节目修改功能。页面同节目入库-编辑；
2、修改-保存 调用cCMS同步接口，将信息同步到旧cCMS；

计划9.23 上午 上线。"
1411,SiTV产品化项目,Feature,"",已关闭,中,MD5&迁移分离,吴 彦泽,"",2014-09-23 16:47,ccms-工单管理,新cCMS-现网版本1.0,2014-09-21,"","",0.00,100,2014-09-21 18:56,2014-09-23 16:47,"","","","","",false,"1、MD5校验分离；
2、迁移；
3、MD5新增日志；"
1410,SiTV产品化项目,Feature,"",已关闭,中,编目时不检查节目是否在线,吴 彦泽,沈 玮,2014-09-22 12:01,ccms-内容管理,新cCMS-现网版本1.0,2014-09-21,"","",0.00,100,2014-09-21 18:53,2014-09-21 19:20,"","","","","",false,"原：编目时，如果源文件不存在，不允许编目；
改为：编目时，不对源文件进行检查，只要记录中有节目，可发起生产即可。"
1409,SiTV产品化项目,Feature,"",已关闭,中,转码失败-手动成功开发,吴 彦泽,张 禕铭,2014-09-23 16:49,ccms-工单管理,新cCMS-现网版本1.0,2014-09-21,2014-09-23,"",0.00,100,2014-09-21 17:11,2014-09-23 16:49,"","","","","",false,"由于xml时长-2s在数据库中手动修改，流程中内容时长相差3s，系统无法正常使用，因此手动开放强制成功；
后面关闭手动成功。"
1408,SiTV产品化项目,Feature,"",已关闭,低,多剧集管理-新增多剧集,吴 彦泽,"",2014-09-28 15:58,ccms-内容管理,新cCMS-现网版本1.0,2014-09-21,"","",0.00,100,2014-09-21 16:43,2014-09-24 13:59,"","","","","",false,在多剧集管理中，新增多剧集剧头；
1407,SiTV产品化项目,Feature,"",已关闭,中,串联单文件采集时，媒体文件时长-2s,吴 彦泽,"",2014-10-16 15:42,ccms-内容采集,新cCMS-现网版本1.0,2014-09-21,"","",0.00,100,2014-09-21 15:37,2014-09-21 19:02,"","","","","",false,为了保证播出安全，在媒体文件的xml中-2s
